idx,edit_dist,len_match,num_sub,pred_len,label_len,cluster_size,confidence
0,1,True,1,110,110,3,0.9162530899047852
2,18,True,43,110,110,1,0.6156357526779175
3,19,True,49,110,110,2,0.6212884187698364
13,2,True,33,110,110,16,0.8594172596931458
16,3,True,5,110,110,6,0.8560651540756226
17,2,True,10,110,110,8,0.9107576608657837
19,2,True,2,110,110,4,0.8374881148338318
20,1,True,1,110,110,5,0.9118290543556213
21,7,True,66,110,110,8,0.7070521712303162
22,4,True,40,110,110,9,0.9046248197555542
25,2,True,5,110,110,3,0.9154055714607239
26,2,True,5,110,110,5,0.8815054297447205
27,3,True,38,110,110,3,0.7664589881896973
28,8,True,13,110,110,3,0.7527879476547241
29,4,True,51,110,110,4,0.8786695599555969
32,2,True,2,110,110,8,0.9023220539093018
33,12,True,13,110,110,1,0.6600478887557983
37,12,True,22,110,110,1,0.6559078097343445
40,1,True,1,110,110,13,0.9179179072380066
41,9,True,13,110,110,2,0.7731407880783081
42,5,True,19,110,110,2,0.7917928695678711
43,11,True,25,110,110,3,0.8155474066734314
53,5,True,39,110,110,3,0.8851369023323059
58,6,True,6,110,110,2,0.8442699313163757
63,1,True,1,110,110,4,0.9198482036590576
68,2,True,17,110,110,4,0.8696268796920776
69,4,True,30,110,110,5,0.8668369650840759
71,1,True,1,110,110,3,0.8094388246536255
73,2,True,25,110,110,6,0.8191491961479187
76,4,True,31,110,110,3,0.8989496827125549
77,10,True,55,110,110,2,0.6826409697532654
88,3,True,42,110,110,6,0.8777070641517639
89,4,True,30,110,110,5,0.8124076128005981
94,4,True,32,110,110,3,0.8254386782646179
96,21,True,38,110,110,1,0.6298794746398926
97,2,True,18,110,110,4,0.8868916034698486
100,16,True,28,110,110,2,0.7044880390167236
105,5,True,10,110,110,4,0.820885956287384
107,8,True,8,110,110,3,0.7825537919998169
109,2,True,42,110,110,7,0.9067090749740601
110,20,True,42,110,110,1,0.5830899477005005
113,2,True,10,110,110,6,0.8635497093200684
119,6,True,38,110,110,1,0.6733589768409729
120,12,True,45,110,110,1,0.6338510513305664
123,2,True,8,110,110,14,0.8280759453773499
139,4,True,7,110,110,2,0.7301687002182007
143,12,True,41,110,110,2,0.7417503595352173
144,3,True,37,110,110,4,0.8108763694763184
153,2,True,20,110,110,12,0.8945655822753906
154,9,True,17,110,110,1,0.6321425437927246
168,2,True,2,110,110,5,0.7801182270050049
171,2,True,2,110,110,3,0.9143219590187073
172,7,True,31,110,110,2,0.737286388874054
173,5,True,5,110,110,3,0.8401787281036377
177,18,True,29,110,110,1,0.6312905550003052
180,6,True,12,110,110,2,0.6958587169647217
181,6,True,14,110,110,3,0.8071256279945374
183,1,True,1,110,110,5,0.8542373180389404
184,5,True,18,110,110,4,0.8027331233024597
186,7,True,27,110,110,2,0.6700895428657532
191,2,True,2,110,110,5,0.8337860703468323
207,1,True,1,110,110,7,0.9212504029273987
208,3,True,3,110,110,4,0.8095578551292419
214,11,True,52,110,110,2,0.7018144130706787
215,3,True,3,110,110,3,0.9033964276313782
229,18,True,35,110,110,1,0.6027213931083679
230,5,True,6,110,110,4,0.7982431054115295
231,1,True,1,110,110,15,0.9194615483283997
232,1,True,1,110,110,2,0.774890124797821
237,2,True,8,110,110,6,0.847251296043396
250,1,True,1,110,110,12,0.9059905409812927
254,2,True,2,110,110,3,0.8133808970451355
258,4,True,4,110,110,5,0.8573693633079529
265,4,True,11,110,110,16,0.7798813581466675
270,3,True,33,110,110,3,0.794614851474762
275,6,True,6,110,110,3,0.7577829360961914
283,8,True,27,110,110,4,0.8376508355140686
285,6,True,25,110,110,8,0.8079150319099426
286,2,True,14,110,110,16,0.8843057751655579
288,3,True,9,110,110,7,0.8988367319107056
291,17,True,35,110,110,1,0.6058802604675293
292,4,True,21,110,110,5,0.8239802122116089
294,4,True,16,110,110,4,0.8976263403892517
298,7,True,8,110,110,4,0.779121458530426
300,3,True,41,110,110,3,0.8245059847831726
301,4,True,19,110,110,2,0.7449243664741516
302,13,True,57,110,110,3,0.6706302762031555
303,2,True,68,110,110,4,0.8231697082519531
306,10,True,57,110,110,4,0.7706136703491211
311,12,True,17,110,110,2,0.752983033657074
312,16,True,52,110,110,2,0.6453572511672974
314,14,True,19,110,110,2,0.6860729455947876
317,1,True,1,110,110,5,0.9133380055427551
323,15,True,40,110,110,1,0.591749906539917
325,8,True,40,110,110,3,0.7179344296455383
326,19,True,57,110,110,1,0.6473736763000488
328,1,True,1,110,110,4,0.9020570516586304
332,7,True,24,110,110,4,0.7347412109375
334,6,True,28,110,110,2,0.8084075450897217
337,1,True,1,110,110,3,0.9210250973701477
338,5,True,6,110,110,2,0.8567080497741699
339,11,True,11,110,110,3,0.7061887383460999
341,10,True,23,110,110,3,0.7467374801635742
343,24,True,48,110,110,1,0.572971522808075
344,19,True,52,110,110,1,0.5860995054244995
346,14,True,23,110,110,1,0.6068093180656433
347,7,True,24,110,110,3,0.8185001015663147
348,6,True,32,110,110,3,0.8183047771453857
349,22,True,46,110,110,1,0.6288650631904602
350,2,True,10,110,110,2,0.7993006110191345
351,4,True,4,110,110,4,0.8870356678962708
352,5,True,13,110,110,2,0.8436201810836792
354,11,True,31,110,110,2,0.7729558944702148
