epoch,train_loss,val_loss,learning_rate
1,1.089183131961719,0.7959050461649895,0.0005
2,0.7797441662329695,0.7436180338263512,5e-05
3,0.742204265911942,0.6971636712551117,0.0001
4,0.710085569192534,0.6686510890722275,0.00015000000000000001
5,0.6874241066043791,0.6538946628570557,0.0002
6,0.6690397819747096,0.6396336629986763,0.00025
7,0.6546898620284122,0.6215620189905167,0.00030000000000000003
8,0.6449585058118986,0.612466424703598,0.00035
9,0.6320701315999031,0.6112827956676483,0.0004
10,0.6219908284104388,0.5978973880410194,0.00045000000000000004
11,0.6133408611235411,0.6020697802305222,0.0005
12,0.5993005121531694,0.5999610871076584,0.0005
13,0.5907556874596555,0.5874280333518982,0.0004998477219840985
14,0.5802229806456877,0.5777602791786194,0.0004993910734636996
15,0.5737330210597619,0.5703546851873398,0.0004986306107946842
16,0.5697221488732359,0.5614187642931938,0.0004975672604836741
17,0.5608447281562764,0.5582589730620384,0.0004962023180592267
18,0.5551766897349254,0.5576366856694221,0.0004945374464934331
19,0.5508559253066778,0.5552186593413353,0.0004925746741758422
20,0.5476636705191239,0.5518998503684998,0.0004903163924421813
21,0.5437692050700602,0.5457852557301521,0.000487765352660881
22,0.5393706761786471,0.5422907918691635,0.0004849246628809574
23,0.5380158551523219,0.5413649082183838,0.00048179778404533263
24,0.536617879472349,0.5569402277469635,0.00047838852577420906
25,0.5324972759446372,0.5436909347772598,0.0004747010417236342
26,0.5283683147281408,0.5370277687907219,0.00047073982452491023
27,0.5262960334834845,0.5403693541884422,0.00046650970031101506
28,0.5254493446453757,0.5353906378149986,0.0004620158228367025
29,0.5226304252510485,0.5370863229036331,0.0004572636671994465
30,0.5211775574995123,0.5360341519117355,0.00045225902316887746
31,0.5186728908801856,0.5365628190338612,0.0004470079881328402
32,0.5163939255897118,0.531145017594099,0.00044151695966866645
33,0.513717431737029,0.5290701314806938,0.0004357926277487116
34,0.5132517644568629,0.5295376107096672,0.00042984196658965427
35,0.5099282523050256,0.5298341698944569,0.0004236722261554878
36,0.5109041351824999,0.5278623849153519,0.00041729092332455555
37,0.5077705509636713,0.5280744470655918,0.0004107058327313926
38,0.5067266798375741,0.5302404835820198,0.0004039249772945314
39,0.5060061172622702,0.5217087417840958,0.00039695661844181096
40,0.5022176698498104,0.5228494107723236,0.0003898092460450999
41,0.5013927400274121,0.5275619067251682,0.0003824915680766954
42,0.5000965888409511,0.5250115245580673,0.0003750125
43,0.4984601182134255,0.5217883437871933,0.000367381153907403
44,0.49978940010718675,0.5223547481000423,0.00035960682741859956
45,0.49450770992299786,0.524901956319809,0.00035169899235287317
46,0.4945466615583586,0.5206366702914238,0.00034366728318914263
47,0.4940044903398856,0.520061306655407,0.00033552148532783405
48,0.49129456735175586,0.5228456854820251,0.00032727152316887743
49,0.49042304111239704,0.5229103155434132,0.0003189274480203543
50,0.48879972407999245,0.5246950387954712,0.00031049942585252685
51,0.4877867271880741,0.5157364904880524,0.00030199772491216933
52,0.4871595978089001,0.5187990814447403,0.0002934327032122909
53,0.4866643739135369,0.5202090665698051,0.0002848147959124923
54,0.4850615053235189,0.5198905020952225,0.0002761545026053317
55,0.4829628723471061,0.5220270082354546,0.00026746237452418765
56,0.482318175551684,0.5205902233719826,0.0002587490016882077
57,0.48142595451487147,0.5220978483557701,0.00025002499999999997
58,0.4806726182122593,0.5246812775731087,0.00024130099831179237
59,0.4789249244267526,0.519641101360321,0.00023258762547581226
60,0.4772699036352012,0.5237172096967697,0.00022389549739466836
61,0.476177586161572,0.5182277821004391,0.0002152352040875077
