idx,edit_dist,len_match,num_sub,pred_len,label_len,cluster_size,confidence
18725,3,True,22,128,128,16,0.8285487294197083
18731,2,True,2,128,128,11,0.9191204905509949
18774,1,True,1,128,128,16,0.9119076132774353
18810,22,True,39,128,128,16,0.6244007349014282
18854,1,True,1,128,128,9,0.9204981327056885
18878,12,True,44,128,128,16,0.6739053130149841
18913,6,True,58,128,128,16,0.8188738822937012
18923,1,True,1,128,128,16,0.9194261431694031
18932,1,True,1,128,128,16,0.9206189513206482
19006,2,True,2,128,128,16,0.9129482507705688
19026,2,True,9,128,128,16,0.9183365106582642
19081,2,True,39,128,128,13,0.9212448000907898
19104,1,True,1,128,128,16,0.8835166096687317
19107,1,True,1,128,128,15,0.9206777811050415
19157,4,True,4,128,128,16,0.7619116306304932
19180,2,True,59,128,128,14,0.8903344869613647
19243,1,True,1,128,128,16,0.9206086993217468
19245,2,True,15,128,128,10,0.9206178188323975
19275,2,True,44,128,128,14,0.9173328280448914
19345,1,True,1,128,128,16,0.9202972054481506
19371,1,True,1,128,128,16,0.9197020530700684
19497,40,True,54,128,128,16,0.5989242792129517
19612,1,True,1,128,128,10,0.9203871488571167
19640,2,True,54,128,128,16,0.921358048915863
19641,1,True,1,128,128,16,0.8874757885932922
19689,9,True,20,128,128,15,0.710472047328949
19751,53,True,66,128,128,16,0.6420325040817261
19795,1,True,1,128,128,16,0.8920543193817139
19831,3,True,10,128,128,13,0.8397793173789978
19834,23,True,25,128,128,16,0.6546165943145752
19837,1,True,1,128,128,16,0.9179877042770386
19867,2,True,2,128,128,16,0.9204294085502625
19881,1,True,1,128,128,16,0.9176749587059021
19905,1,True,1,128,128,16,0.9180575013160706
19920,1,True,1,128,128,16,0.9154381155967712
19963,1,True,1,128,128,15,0.9222677946090698
20023,1,True,1,128,128,16,0.9040724039077759
20069,1,True,1,128,128,16,0.9015493988990784
20071,2,True,15,128,128,11,0.9103491306304932
20081,8,True,33,128,128,16,0.7925180792808533
20140,6,True,6,128,128,16,0.774711012840271
20199,33,True,45,128,128,16,0.6164944171905518
20203,2,True,13,128,128,16,0.910849928855896
20208,1,True,1,128,128,16,0.9201958775520325
