epoch,train_loss,val_loss,learning_rate
1,0.7969235608366881,0.629374106725057,0.0005
2,0.5955394635800602,0.5684988637765248,5e-05
3,0.5830783780334758,0.5609846989313761,0.0001
4,0.5742017504714784,0.5615928471088409,0.00015000000000000001
5,0.5665422775712954,0.5452796955903371,0.0002
6,0.5603712332897446,0.5431026518344879,0.00025
7,0.5544247450471735,0.545450762907664,0.00030000000000000003
8,0.5486555594976257,0.5363887846469879,0.00035
9,0.5442132862854977,0.531414661804835,0.0004
10,0.5403728812122021,0.5279381910959879,0.00045000000000000004
11,0.5355751468819014,0.5211202363173167,0.0005
12,0.5288983783551625,0.5220182438691457,0.0005
13,0.5225754774954854,0.5159176886081696,0.0004998477219840985
14,0.5194306051244542,0.511435807744662,0.0004993910734636996
15,0.5152697579593074,0.5062597403923671,0.0004986306107946842
16,0.5130675484331286,0.5057284504175186,0.0004975672604836741
17,0.5108988558556757,0.5031207243601481,0.0004962023180592267
18,0.5091342186035753,0.5045825570821763,0.0004945374464934331
19,0.5072111387236589,0.4987769563992818,0.0004925746741758422
20,0.5057155315973321,0.4982737998167674,0.0004903163924421813
21,0.5045946221976053,0.4976438234249751,0.000487765352660881
22,0.5039996542087217,0.49762018819650017,0.0004849246628809574
23,0.5018037223086065,0.49667330980300906,0.00048179778404533263
24,0.5007171360611105,0.4964410165945689,0.00047838852577420906
25,0.49980256549355123,0.4960708826780319,0.0004747010417236342
26,0.49864113701849566,0.49257186353206633,0.00047073982452491023
27,0.49804684986062603,0.4939527601003647,0.00046650970031101506
28,0.4967126946060025,0.49118737081686653,0.0004620158228367025
29,0.49658533018462514,0.49193762938181557,0.0004572636671994465
30,0.49569054241894056,0.4900982032219569,0.00045225902316887746
31,0.49523524110820016,0.49172216057777407,0.0004470079881328402
32,0.493921054869282,0.4893671751022339,0.00044151695966866645
33,0.49327270757584346,0.48997386594613396,0.0004357926277487116
34,0.49299590178087455,0.4900322914123535,0.00042984196658965427
35,0.4920828308580684,0.48955223262310027,0.0004236722261554878
36,0.4909336919687232,0.48820252815882365,0.00041729092332455555
37,0.49073144726607265,0.4901958535114924,0.0004107058327313926
38,0.4901364107521213,0.4891301920016607,0.0004039249772945314
39,0.4896153121983924,0.48810240427652996,0.00039695661844181096
40,0.4887246052829587,0.48748705685138705,0.0003898092460450999
41,0.4877050460195866,0.4841563403606415,0.0003824915680766954
42,0.48802448600327886,0.4884004980325699,0.0003750125
43,0.487263045019033,0.48488125105698904,0.000367381153907403
44,0.48625983237003795,0.48742747902870176,0.00035960682741859956
45,0.4860158425407345,0.48618251979351046,0.00035169899235287317
46,0.48521495881129284,0.48312162756919863,0.00034366728318914263
47,0.48476163090086305,0.48446050385634104,0.00033552148532783405
48,0.4843935975209385,0.4829989771048228,0.00032727152316887743
49,0.4834429053424978,0.48692015608151756,0.0003189274480203543
50,0.4830171539669945,0.4827686776717504,0.00031049942585252685
51,0.48234994898037037,0.48507570127646127,0.00030199772491216933
52,0.4820454178618736,0.48141403396924337,0.0002934327032122909
53,0.4811879848136383,0.48269097407658895,0.0002848147959124923
54,0.48084658126847274,0.4809728890657425,0.0002761545026053317
55,0.4803554507745367,0.48109608789285024,0.00026746237452418765
56,0.4798723837956279,0.48366623719533286,0.0002587490016882077
57,0.4790112328772642,0.4818793813387553,0.00025002499999999997
58,0.4785734523315819,0.48207177718480426,0.00024130099831179237
59,0.4779691598853286,0.4809614380200704,0.00023258762547581226
60,0.4773425823166257,0.4815562665462494,0.00022389549739466836
61,0.47697475978306364,0.48112535079320273,0.0002152352040875077
62,0.4762973471360953,0.48093307912349703,0.0002066172967877091
63,0.4758613934727753,0.47997302412986753,0.00019805227508783065
64,0.4753292659512993,0.4810801436503728,0.00018955057414747308
65,0.47462956183621674,0.48071984748045604,0.00018112255197964564
66,0.4738918609967848,0.47998880545298256,0.00017277847683112252
67,0.4735524320278038,0.4814682016770045,0.00016452851467216596
68,0.47297723721079277,0.47851455410321553,0.00015638271681085738
69,0.47243763828764157,0.4795884599288305,0.00014835100764712687
70,0.47200247519681243,0.4808816264073054,0.00014044317258140034
71,0.4713516085529003,0.481365912159284,0.000132668846092597
72,0.4706815821581146,0.4794413427511851,0.00012503750000000005
73,0.4702408331186593,0.4806272526582082,0.00011755843192330463
74,0.46953216519485524,0.4814752757549286,0.0001102407539549001
75,0.46922820435494794,0.4809784283240636,0.00010309338155818905
76,0.46859856825702045,0.48042498528957367,9.612502270546856e-05
77,0.46817249560437235,0.4811389118432999,8.934416726860732e-05
78,0.46767439621240914,0.4808772454659144,8.275907667544449e-05
