run,failures,rate_pct
1,32,0.6423123243677238
2,33,0.6623845845042151
3,31,0.6222400642312325
4,32,0.6423123243677238
5,35,0.702529104777198
6,37,0.7426736250501806
7,36,0.7226013649136892
8,35,0.702529104777198
9,34,0.6824568446407066
10,33,0.6623845845042151
