dataset,technology,N,dnn_failed,dnn_rate,dnaformer_conf_thr,dnaformer_cs_thr,dnaformer_sent_cpl,dnaformer_erasures,dnaformer_failed,dnaformer_rate,dnaformer_fixed,dnaformer_broke,ours_auto_p,ours_auto_cv,ours_auto_failed,ours_auto_rate,ours_oracle_p,ours_oracle_failed,ours_oracle_rate,target
Grass,Illumina,4982,36,0.7226013649136892,0.0,3,10,0,36,0.7226013649136892,0,0,5,1.0359648810185045,26,0.5218787635487756,5,26,0.5218787635487756,0.66
