dataset_name,m_mean,m_std,m_cv_pct,m_range,m_iqr,auto_cpl_percentile
BinnedTestIllumina,0.9204562899804936,0.0011122713170468228,0.12083912393823658,0.3689347505569458,5.167722702026367e-05,0
