dataset,technology,N,dnn_failed,dnn_rate,dnaformer_conf_thr,dnaformer_cs_thr,dnaformer_sent_cpl,dnaformer_erasures,dnaformer_failed,dnaformer_rate,dnaformer_fixed,dnaformer_broke,ours_auto_p,ours_auto_cv,ours_auto_failed,ours_auto_rate,ours_oracle_p,ours_oracle_failed,ours_oracle_rate,target
BinnedTestIllumina,Illumina,109944,6,0.005457323728443571,0.0,3,0,0,6,0.005457323728443571,0,0,0,0.12083912393823658,6,0.005457323728443571,0,6,0.005457323728443571,0.0055
