run,failures,rate_pct
1,5,0.004547769773702976
2,7,0.006366877683184166
3,5,0.004547769773702976
4,6,0.005457323728443571
5,6,0.005457323728443571
6,6,0.005457323728443571
7,6,0.005457323728443571
8,7,0.006366877683184166
9,6,0.005457323728443571
10,6,0.005457323728443571
