run,failures,rate_pct
1,17,0.02361111111111111
2,17,0.02361111111111111
3,18,0.025
4,17,0.02361111111111111
5,13,0.018055555555555554
6,16,0.022222222222222223
7,15,0.020833333333333336
8,14,0.019444444444444445
9,15,0.020833333333333336
10,17,0.02361111111111111
