distance,avg_cosine_sim
0,0.0
1,0.6285391755767216
2,0.6164758880615234
3,0.6195223584271118
4,0.6180489756609943
5,0.6194225830285728
6,0.6186901055950008
7,0.6198241866539265
8,0.6151263920466105
9,0.6180647635293174
10,0.6198597190749477
11,0.61752197265625
12,0.6153302470615932
13,0.6196208097608827
14,0.61477659418963
15,0.6194862154104414
16,0.6155324588102453
17,0.6169496250859013
18,0.6187673745226504
19,0.6177873109516344
20,0.6159455068183668
21,0.6204853343235628
22,0.6148355924166166
23,0.615937842435615
24,0.6161102479696274
25,0.6181198732871709
26,0.6208381664942181
27,0.6170532269287109
28,0.615660039840206
29,0.6155685213910855
30,0.6168636134413422
31,0.6155070571268886
32,0.6164742698669433
33,0.6118756552303538
34,0.6191125333107124
35,0.6155608830900273
36,0.6159480048870218
37,0.6172078618588654
38,0.6146162006311249
39,0.6165863800048829
40,0.6161380849565778
41,0.6182713795567418
42,0.6169982653531161
43,0.6194083583026851
44,0.613077203962538
45,0.617288846880476
46,0.6169026961416568
47,0.6189680698939732
48,0.6122417717713576
49,0.6137611263238111
50,0.6167398000230976
51,0.6192343589102868
52,0.6150088565826416
53,0.6168693030000937
54,0.6148473607277384
55,0.617103660426189
56,0.6151295725504557
57,0.612065499556692
58,0.6191948606612835
59,0.6145545430337229
60,0.6201463160307511
61,0.6153633226667131
62,0.6162619010077582
63,0.6149396266294329
64,0.6152358146147294
65,0.6197928404534
66,0.6180365141047988
67,0.6113278880399816
68,0.6193826602754139
69,0.6168028323621635
70,0.614151356859905
71,0.6130677032470703
72,0.6126910376548768
73,0.6144362567949898
74,0.6158620027395395
75,0.6163662660276735
76,0.6140366654647024
77,0.6175933441162109
78,0.616689277339626
79,0.6200225344096144
80,0.6147652816772461
81,0.6121071753703372
82,0.6158352655683245
83,0.6159851416988649
84,0.620323761771707
85,0.6143217872505757
86,0.6130821592157537
87,0.6189777732262245
88,0.616711163520813
89,0.6197795740763347
90,0.6122900550596175
91,0.6182203361636303
92,0.6162411766052246
93,0.6164961882769051
94,0.6175612824538659
95,0.6193112283003958
96,0.6117759581974574
97,0.6144505081176758
98,0.6181463425247757
99,0.6153717731979658
100,0.6150196500924917
101,0.6231199818031461
102,0.6152652240753174
103,0.615545440985232
104,0.6161294809977214
105,0.6162579199608336
106,0.6183166574395221
107,0.6191098687913683
108,0.6184782205928455
109,0.6127777649635492
110,0.6118587639218285
111,0.6146885709064763
112,0.6204120054244995
113,0.6173837964962691
114,0.6170393537220202
115,0.6188871919786608
116,0.6227701287799411
117,0.6115546586172921
118,0.616739745981553
119,0.6096366795626553
120,0.6187244701385498
121,0.6148224104604414
122,0.6115495074590047
123,0.6122796052077721
124,0.6180022202219282
125,0.6085512387311017
126,0.6190698810724111
127,0.6116897396087646
128,0.6135507015387217
129,0.6240949402684751
130,0.6188525507666848
131,0.6171208231789725
132,0.6110391783714294
133,0.6122771468915438
134,0.6190680800543891
135,0.6189661003561581
136,0.6070046889781952
137,0.6154204670588176
138,0.6086183493477958
139,0.6082603685672466
140,0.6136973905563354
141,0.6240327280217951
142,0.6112203030586243
143,0.6087818087471856
144,0.606877024769783
145,0.5921312962259565
146,0.6061817121505737
147,0.5996616187095642
148,0.6098537668585777
149,0.5865073804060618
150,0.6039265021681786
151,0.6072008883953095
