run,failures,rate_pct
1,1437,14.436407474382158
2,1447,14.53686960016074
3,1462,14.687562788828611
4,1446,14.526823387582882
5,1453,14.597146875627889
6,1448,14.546915812738598
7,1447,14.53686960016074
8,1446,14.526823387582882
9,1447,14.53686960016074
10,1450,14.567008237894314
