dataset_name,m_mean,m_std,m_cv_pct,m_range,m_iqr,auto_cpl_percentile
Srinivasavaradhan,0.9079090173414057,0.04235899620008049,4.665555181302051,0.38277769088745117,0.0012498646974563599,15
